Source Destination Heuristic
556 558 0.4948
556 557 0.5789
557 813 0.3001
557 685 0.3917
557 621 0.5241
557 573 0.5095
557 559 0.2311
558 814 0.1719
558 686 0.2115
558 622 0.3496
558 574 0.4609
558 559 0.1470
559 815 0.2995
559 687 0.3930
559 623 0.1018
559 575 0.0377
560 816 0.4451
560 688 0.0883
560 624 0.0789
560 568 0.4376
560 564 0.1295
560 562 0.2709
560 561 0.0904
561 817 0.0936
561 689 0.2296
561 625 0.3422
561 569 0.3464
561 565 0.2394
561 563 0.4184
562 818 0.6077
562 690 0.5092
562 626 0.4284
562 570 0.6864
562 566 0.5087
562 563 0.5989
563 819 0.4859
563 691 0.5134
563 627 0.5007
563 571 0.5856
563 567 0.6946
564 820 0.2289
564 692 0.1628
564 628 0.5803
564 572 0.2454
564 566 0.3673
564 565 0.2786
565 821 0.6385
565 693 0.3291
565 629 0.3090
565 573 0.4913
565 567 0.5156
566 822 0.5369
566 694 0.5368
566 630 0.7242
566 574 0.6155
566 567 0.6043
567 823 0.6287
567 695 0.6886
567 631 0.4346
567 575 0.3403
568 824 0.6462
568 696 0.7220
568 632 0.8265
568 572 0.5534
568 570 0.8531
568 569 0.6936
569 825 0.4917
569 697 0.3208
569 633 0.7340
569 573 0.5982
569 571 0.5136
570 826 0.4650
570 698 0.9448
570 634 0.9504
570 574 0.7933
570 571 0.6731
571 827 0.5144
571 699 0.2306
571 635 0.4111
571 575 0.2314
572 828 0.4102
572 700 0.3274
572 636 0.4143
572 574 0.4935
572 573 0.4581
573 829 0.6565
573 701 0.3728
573 637 0.3025
573 575 0.3160
574 830 0.4820
574 702 0.4290
574 638 0.3718
574 575 0.3515
575 831 0.1000
575 703 0.4665
575 639 0.4624
576 832 0.1697
576 704 0.3384
576 608 0.3604
576 592 0.1855
576 584 0.1691
576 580 0.4335
576 578 0.3431
576 577 0.4279
577 833 0.3526
577 705 0.6251
577 609 0.5900
577 593 0.7560
577 585 0.3490
577 581 0.6321
577 579 0.7550
578 834 0.2566
578 706 0.5075
578 610 0.7141
578 594 0.5859
578 586 0.7391
578 582 0.6453
578 579 0.6702
579 835 0.6048
579 707 0.7240
579 611 0.7170
579 595 0.8289
579 587 0.7764
579 583 0.4531
580 836 0.5983
580 708 0.6443
580 612 0.8015
580 596 0.4966
580 588 0.7036
580 582 0.7357
580 581 0.6377
581 837 0.6480
581 709 0.7394
581 613 0.6112
581 597 0.6784
581 589 0.7285
581 583 0.3302
582 838 0.8877
582 710 0.4055
582 614 0.5379
582 598 0.4622
582 590 0.8561
582 583 0.4283
583 839 0.0447
583 711 0.0635
583 615 0.2578
583 599 0.4227
583 591 0.3936
584 840 0.4647
584 712 0.1086
584 616 0.1096
584 600 0.3503
584 588 0.4391
584 586 0.5651
584 585 0.0902
585 841 0.3088
585 713 0.4314
585 617 0.2516
585 601 0.2319
585 589 0.4454
585 587 0.3704
586 842 0.7279
586 714 0.7049
586 618 0.8516
586 602 0.9122
586 590 0.9499
586 587 0.8454
587 843 0.4788
587 715 0.6679
587 619 0.7850
587 603 0.6176
587 591 0.7168
588 844 0.5998
588 716 0.6696
588 620 0.6615
588 604 0.7141
588 590 0.8239
588 589 0.7944
589 845 0.4372
589 717 0.8687
589 621 0.7413
589 605 0.8075
589 591 0.7917
590 846 0.7236
590 718 0.4738
590 622 0.6804
590 606 0.4985
590 591 0.8214
591 847 0.7075
591 719 0.4339
591 623 0.4453
591 607 0.4924
592 848 0.4063
592 720 0.3738
592 624 0.1245
592 600 0.3668
592 596 0.2486
592 594 0.4283
592 593 0.5136
593 849 0.6419
593 721 0.8996
593 625 0.7197
593 601 0.6389
593 597 0.8024
593 595 0.8299
594 850 0.3445
594 722 0.7204
594 626 0.5401
594 602 0.7590
594 598 0.4027
594 595 0.7446
595 851 0.5857
595 723 0.5615
595 627 0.5347
595 603 0.6701
595 599 0.7984
596 852 0.5715
596 724 0.4486
596 628 0.6537
596 604 0.5071
596 598 0.2230
596 597 0.5374
597 853 0.7951
597 725 0.4513
597 629 0.4944
597 605 0.7575
597 599 0.7709
598 854 0.5065
598 726 0.2045
598 630 0.5065
598 606 0.1045
598 599 0.4565
599 855 0.5180
599 727 0.4087
599 631 0.5045
599 607 0.5214
600 856 0.5140
600 728 0.6369
600 632 0.7100
600 604 0.6253
600 602 0.6975
600 601 0.4920
601 857 0.2578
601 729 0.4224
601 633 0.6490
601 605 0.5940
601 603 0.4790
602 858 0.5736
602 730 0.4501
602 634 0.9113
602 606 0.4607
602 603 0.6845
603 859 0.5476
603 731 0.2810
603 635 0.4616
603 607 0.3931
604 860 0.4647
604 732 0.8069
604 636 0.6028
604 606 0.3886
604 605 0.7273
605 861 0.7872
605 733 0.6507
605 637 0.3833
605 607 0.5081
606 862 0.4476
606 734 0.2169
606 638 0.0784
606 607 0.1694
607 863 0.2474
607 735 0.4139
607 639 0.5737
608 864 0.6863
608 736 0.6989
608 624 0.2994
608 616 0.3009
608 612 0.7285
608 610 0.7314
608 609 0.5226
609 865 0.6564
609 737 0.6472
609 625 0.5537
609 617 0.4928
609 613 0.5692
609 611 0.5522
610 866 0.7273
610 738 0.9653
610 626 0.6683
610 618 0.8266
610 614 0.6067
610 611 0.7610
611 867 0.5181
611 739 0.6678
611 627 0.4229
611 619 0.7256
611 615 0.5218
612 868 0.7501
612 740 0.9376
612 628 0.9587
612 620 0.7595
612 614 0.6038
612 613 0.7751
613 869 0.3144
613 741 0.3828
613 629 0.4271
613 621 0.6240
613 615 0.5388
614 870 0.2078
614 742 0.3830
614 630 0.5823
614 622 0.3623
614 615 0.3674
615 871 0.2876
615 743 0.4878
615 631 0.3397
615 623 0.3095
616 872 0.2011
616 744 0.0442
616 632 0.4692
616 620 0.3319
616 618 0.3961
616 617 0.2711
617 873 0.5305
617 745 0.7308
617 633 0.6688
617 621 0.5476
617 619 0.6662
618 874 0.5807
618 746 0.5274
618 634 0.8507
618 622 0.5822
618 619 0.7912
619 875 0.8366
619 747 0.8132
619 635 0.6289
619 623 0.5134
620 876 0.5064
620 748 0.6382
620 636 0.5501
620 622 0.5180
620 621 0.6084
621 877 0.4661
621 749 0.4818
621 637 0.3171
621 623 0.3948
622 878 0.4050
622 750 0.5734
622 638 0.2605
622 623 0.3044
623 879 0.3421
623 751 0.3609
623 639 0.5266
624 880 0.3657
624 752 0.2185
624 632 0.4677
624 628 0.5297
624 626 0.2364
624 625 0.3306
625 881 0.3326
625 753 0.7683
625 633 0.7298
625 629 0.4117
625 627 0.4244
626 882 0.3647
626 754 0.4512
626 634 0.6924
626 630 0.6439
626 627 0.3301
627 883 0.5963
627 755 0.1922
627 635 0.3261
627 631 0.2408
628 884 0.5488
628 756 0.9475
628 636 0.7493
628 630 0.9372
628 629 0.6107
629 885 0.4970
629 757 0.3722
629 637 0.1202
629 631 0.2280
630 886 0.8102
630 758 0.5026
630 638 0.4804
630 631 0.5544
631 887 0.2689
631 759 0.1648
631 639 0.5567
632 888 0.9172
632 760 0.5546
632 636 0.6874
632 634 0.9238
632 633 0.8669
633 889 0.7360
633 761 0.8640
633 637 0.4383
633 635 0.6315
634 890 0.5692
634 762 0.4988
634 638 0.5290
634 635 0.6884
635 891 0.5081
635 763 0.2622
635 639 0.6421
636 892 0.7460
636 764 0.6394
636 638 0.2926
636 637 0.2588
637 893 0.4805
637 765 0.3661
637 639 0.4489
638 894 0.4683
638 766 0.2862
638 639 0.4827
639 895 0.7226
639 767 0.5417
640 896 0.4657
640 704 0.5313
640 672 0.6546
640 656 0.7021
640 648 0.6258
640 644 0.3871
640 642 0.3740
640 641 0.7308
641 897 0.8439
641 705 0.7350
641 673 0.6692
641 657 0.5658
641 649 0.5919
641 645 0.7986
641 643 0.5996
642 898 0.1992
642 706 0.3454
642 674 0.0938
642 658 0.4385
642 650 0.1001
642 646 0.5059
642 643 0.2427
643 899 0.1794
643 707 0.4587
643 675 0.6281
643 659 0.6467
643 651 0.4941
643 647 0.5217
644 900 0.4254
644 708 0.4051
644 676 0.2052
644 660 0.4960
644 652 0.3723
644 646 0.5191
644 645 0.4550
645 901 0.5705
645 709 0.7960
645 677 0.5792
645 661 0.7742
645 653 0.6873
645 647 0.7208
646 902 0.4255
646 710 0.4282
646 678 0.6094
646 662 0.6066
646 654 0.8995
646 647 0.7849
647 903 0.6392
647 711 0.3974
647 679 0.6878
647 663 0.3710
647 655 0.6551
648 904 0.6458
648 712 0.3724
648 680 0.5510
648 664 0.5697
648 652 0.6110
648 650 0.3519
648 649 0.4869
649 905 0.6112
649 713 0.5644
649 681 0.1920
649 665 0.4248
649 653 0.4806
649 651 0.4865
650 906 0.3118
650 714 0.2279
650 682 0.4531
650 666 0.4828
650 654 0.4937
650 651 0.3514
651 907 0.5581
651 715 0.6510
651 683 0.4208
651 667 0.5626
651 655 0.6275
652 908 0.7155
652 716 0.5776
652 684 0.6342
652 668 0.7046
652 654 0.7528
652 653 0.6047
653 909 0.3297
653 717 0.7710
653 685 0.5112
653 669 0.6397
653 655 0.6217
654 910 0.5754
654 718 0.4946
654 686 0.5632
654 670 0.6218
654 655 0.7697
655 911 0.5729
655 719 0.3615
655 687 0.6641
655 671 0.3856
656 912 0.8211
656 720 0.6975
656 688 0.4576
656 664 0.6460
656 660 0.8110
656 658 0.7666
656 657 0.5371
657 913 0.2373
657 721 0.5994
657 689 0.3070
657 665 0.3987
657 661 0.5413
657 659 0.6130
658 914 0.7299
658 722 0.7351
658 690 0.6356
658 666 0.8213
658 662 0.5392
658 659 0.8425
659 915 0.8118
659 723 0.6447
659 691 0.6306
659 667 0.7153
659 663 0.4960
660 916 0.4576
660 724 0.6874
660 692 0.4749
660 668 0.8284
660 662 0.5836
660 661 0.8153
661 917 0.8303
661 725 0.4904
661 693 0.5536
661 669 0.7265
661 663 0.4244
662 918 0.4485
662 726 0.3263
662 694 0.4409
662 670 0.3288
662 663 0.1926
663 919 0.3449
663 727 0.0231
663 695 0.3729
663 671 0.1015
664 920 0.3428
664 728 0.5925
664 696 0.5611
664 668 0.6634
664 666 0.7006
664 665 0.5076
665 921 0.4630
665 729 0.4824
665 697 0.2958
665 669 0.5839
665 667 0.5010
666 922 0.9056
666 730 0.4977
666 698 0.9532
666 670 0.6109
666 667 0.6940
667 923 0.3253
667 731 0.2430
667 699 0.2431
667 671 0.3208
668 924 0.8540
668 732 0.8894
668 700 0.5982
668 670 0.5737
668 669 0.7396
669 925 0.7118
669 733 0.5806
669 701 0.3835
669 671 0.4037
670 926 0.6167
670 734 0.3195
670 702 0.2383
670 671 0.2377
671 927 0.2743
671 735 0.3796
671 703 0.5434
672 928 0.6189
672 736 0.8002
672 688 0.4102
672 680 0.5798
672 676 0.4727
672 674 0.3745
672 673 0.5930
673 929 0.5556
673 737 0.6164
673 689 0.4103
673 681 0.2692
673 677 0.4497
673 675 0.6977
674 930 0.0404
674 738 0.5071
674 690 0.2909
674 682 0.4468
674 678 0.1973
674 675 0.4792
675 931 0.5980
675 739 0.8442
675 691 0.6120
675 683 0.5548
675 679 0.7943
676 932 0.2630
676 740 0.5806
676 692 0.1841
676 684 0.4672
676 678 0.2955
676 677 0.3295
677 933 0.6251
677 741 0.2943
677 693 0.3587
677 685 0.4031
677 679 0.5463
678 934 0.3451
678 742 0.4319
678 694 0.4437
678 686 0.2731
678 679 0.5123
679 935 0.6062
679 743 0.5838
679 695 0.6897
679 687 0.6967
680 936 0.2717
680 744 0.2219
680 696 0.5423
680 684 0.5743
680 682 0.6522
680 681 0.2560
681 937 0.4862
681 745 0.5381
681 697 0.0630
681 685 0.2226
681 683 0.1263
682 938 0.9118
682 746 0.6059
682 698 0.9235
682 686 0.5226
682 683 0.5224
683 939 0.4913
683 747 0.4659
683 699 0.1012
683 687 0.4573
684 940 0.3911
684 748 0.7029
684 700 0.5279
684 686 0.4446
684 685 0.5408
685 941 0.4722
685 749 0.3494
685 701 0.2550
685 687 0.5536
686 942 0.1615
686 750 0.4354
686 702 0.1797
686 687 0.4575
687 943 0.7099
687 751 0.6521
687 703 0.8218
688 944 0.3385
688 752 0.2279
688 696 0.3727
688 692 0.1216
688 690 0.3266
688 689 0.2275
689 945 0.2615
689 753 0.6557
689 697 0.2041
689 693 0.3193
689 691 0.3246
690 946 0.3987
690 754 0.5321
690 698 0.7676
690 694 0.5373
690 691 0.4237
691 947 0.2991
691 755 0.2049
691 699 0.1584
691 695 0.5075
692 948 0.4437
692 756 0.5300
692 700 0.2448
692 694 0.3323
692 693 0.2133
693 949 0.5803
693 757 0.3924
693 701 0.2106
693 695 0.5021
694 950 0.6694
694 758 0.3152
694 702 0.3503
694 695 0.6211
695 951 0.7671
695 759 0.4189
695 703 0.8148
696 952 0.4382
696 760 0.4502
696 700 0.4960
696 698 0.8137
696 697 0.3492
697 953 0.1678
697 761 0.4508
697 701 0.0954
697 699 0.0378
698 954 0.6828
698 762 0.4932
698 702 0.5806
698 699 0.5023
699 955 0.4587
699 763 0.0817
699 703 0.4657
700 956 0.6648
700 764 0.5524
700 702 0.2629
700 701 0.2420
701 957 0.5665
701 765 0.4364
701 703 0.5232
702 958 0.3569
702 766 0.3435
702 703 0.5440
703 959 0.7921
703 767 0.5457
704 960 0.5092
704 736 0.6769
704 720 0.5268
704 712 0.2779
704 708 0.5493
704 706 0.5029
704 705 0.5356
705 961 0.6861
705 737 0.6823
705 721 0.7687
705 713 0.7075
705 709 0.7325
705 707 0.5941
706 962 0.4047
706 738 0.7587
706 722 0.6421
706 714 0.4733
706 710 0.2677
706 707 0.5614
707 963 0.7581
707 739 0.6747
707 723 0.4567
707 715 0.6155
707 711 0.3344
708 964 0.6809
708 740 0.7805
708 724 0.5964
708 716 0.6104
708 710 0.3142
708 709 0.7461
709 965 0.9272
709 741 0.5111
709 725 0.5122
709 717 0.8797
709 711 0.4727
710 966 0.4615
710 742 0.2506
710 726 0.1479
710 718 0.0232
710 711 0.0408
711 967 0.4068
711 743 0.2935
711 727 0.0496
711 719 0.1039
712 968 0.1680
712 744 0.0433
712 728 0.3951
712 716 0.3390
712 714 0.2485
712 713 0.4498
713 969 0.8245
713 745 0.9104
713 729 0.6220
713 717 0.8547
713 715 0.7288
714 970 0.6818
714 746 0.3807
714 730 0.2429
714 718 0.2289
714 715 0.5275
715 971 0.3317
715 747 0.6961
715 731 0.3313
715 719 0.3850
716 972 0.7733
716 748 0.6463
716 732 0.7624
716 718 0.3195
716 717 0.7440
717 973 0.6874
717 749 0.6092
717 733 0.7119
717 719 0.5109
718 974 0.0643
718 750 0.3668
718 734 0.1923
718 719 0.0864
719 975 0.4970
719 751 0.3496
719 735 0.3555
720 976 0.4312
720 752 0.4677
720 728 0.6439
720 724 0.5738
720 722 0.6660
720 721 0.7598
721 977 0.6261
721 753 0.9481
721 729 0.6831
721 725 0.5484
721 723 0.6311
722 978 0.5926
722 754 0.6316
722 730 0.4116
722 726 0.5222
722 723 0.5373
723 979 0.2961
723 755 0.2190
723 731 0.1724
723 727 0.1719
724 980 0.7751
724 756 0.7425
724 732 0.7484
724 726 0.4302
724 725 0.3626
725 981 0.1710
725 757 0.3291
725 733 0.3445
725 727 0.0891
726 982 0.4476
726 758 0.2006
726 734 0.3169
726 727 0.1568
727 983 0.4375
727 759 0.0691
727 735 0.3012
728 984 0.6295
728 760 0.4816
728 732 0.8185
728 730 0.3896
728 729 0.5673
729 985 0.6741
729 761 0.6375
729 733 0.4791
729 731 0.2244
730 986 0.1427
730 762 0.0377
730 734 0.2063
730 731 0.0467
731 987 0.4089
731 763 0.0817
731 735 0.3018
732 988 0.7011
732 764 0.8436
732 734 0.6352
732 733 0.7303
733 989 0.3437
733 765 0.6335
733 735 0.5565
734 990 0.4622
734 766 0.4246
734 735 0.4614
735 991 0.7441
735 767 0.3819
736 992 0.6714
736 752 0.6179
736 744 0.4423
736 740 0.9081
736 738 0.9328
736 737 0.8236
737 993 0.4325
737 753 0.8618
737 745 0.8852
737 741 0.4609
737 739 0.7629
738 994 0.8831
738 754 0.7482
738 746 0.6661
738 742 0.7416
738 739 0.8720
739 995 0.7017
739 755 0.4371
739 747 0.7553
739 743 0.6338
740 996 0.5295
740 756 0.9265
740 748 0.8164
740 742 0.7169
740 741 0.5454
741 997 0.1938
741 757 0.3279
741 749 0.2406
741 743 0.3318
742 998 0.6172
742 758 0.3034
742 750 0.5941
742 743 0.5033
743 999 0.6787
743 759 0.3130
743 751 0.5392
744 1000 0.3926
744 760 0.1298
744 748 0.3506
744 746 0.1756
744 745 0.5040
745 1001 0.6202
745 761 0.9260
745 749 0.6649
745 747 0.8777
746 1002 0.4308
746 762 0.1755
746 750 0.5186
746 747 0.5494
747 1003 0.5593
747 763 0.4465
747 751 0.6606
748 1004 0.8273
748 764 0.7274
748 750 0.6936
748 749 0.5115
749 1005 0.5991
749 765 0.5309
749 751 0.4479
750 1006 0.8304
750 766 0.5991
750 751 0.6300
751 1007 0.5264
751 767 0.3760
752 1008 0.3367
752 760 0.3054
752 756 0.6363
752 754 0.4334
752 753 0.6561
753 1009 0.7002
753 761 0.9024
753 757 0.7288
753 755 0.5360
754 1010 0.4221
754 762 0.2577
754 758 0.3100
754 755 0.3133
755 1011 0.2190
755 763 0.1283
755 759 0.1163
756 1012 0.7642
756 764 0.8376
756 758 0.5130
756 757 0.7090
757 1013 0.6904
757 765 0.6182
757 759 0.3091
758 1014 0.5513
758 766 0.3084
758 759 0.1130
759 1015 0.4072
759 767 0.1498
760 1016 0.1803
760 764 0.5066
760 762 0.1297
760 761 0.5517
761 1017 0.7706
761 765 0.7918
761 763 0.4947
762 1018 0.0655
762 766 0.2560
762 763 0.0726
763 1019 0.4002
763 767 0.1618
764 1020 0.6254
764 766 0.6330
764 765 0.7468
765 1021 0.4656
765 767 0.4589
766 1022 0.3759
766 767 0.3452
767 1023 0.5810
768 896 0.5647
768 832 0.4617
768 800 0.5204
768 784 0.7904
768 776 0.7498
768 772 0.5900
768 770 0.6610
768 769 0.4942
769 897 0.5085
769 833 0.1270
769 801 0.4452
769 785 0.5839
769 777 0.3494
769 773 0.5439
769 771 0.2173
770 898 0.3873
770 834 0.2825
770 802 0.7192
770 786 0.7198
770 778 0.5616
770 774 0.6147
770 771 0.3841
771 899 0.1327
771 835 0.2928
771 803 0.3154
771 787 0.4421
771 779 0.4950
771 775 0.3356
772 900 0.5294
772 836 0.4630
772 804 0.6604
772 788 0.5053
772 780 0.2566
772 774 0.5437
772 773 0.6397
773 901 0.6512
773 837 0.7853
773 805 0.8860
773 789 0.5454
773 781 0.5594
773 775 0.6622
774 902 0.3462
774 838 0.8310
774 806 0.7070
774 790 0.3560
774 782 0.3517
774 775 0.5662
775 903 0.4999
775 839 0.2392
775 807 0.2504
775 791 0.4639
775 783 0.6527
776 904 0.6708
776 840 0.7534
776 808 0.6746
776 792 0.6022
776 780 0.4163
776 778 0.6504
776 777 0.6050
777 905 0.7043
777 841 0.5348
777 809 0.3071
777 793 0.6836
777 781 0.3649
777 779 0.6271
778 906 0.5853
778 842 0.5244
778 810 0.5820
778 794 0.7036
778 782 0.2987
778 779 0.6725
779 907 0.6057
779 843 0.5095
779 811 0.5949
779 795 0.8640
779 783 0.8121
780 908 0.4959
780 844 0.2882
780 812 0.2910
780 796 0.2305
780 782 0.0646
780 781 0.1763
781 909 0.1210
781 845 0.1308
781 813 0.2108
781 797 0.3481
781 783 0.5499
782 910 0.1069
782 846 0.2758
782 814 0.0552
782 798 0.3117
782 783 0.4382
783 911 0.7099
783 847 0.7721
783 815 0.7075
783 799 0.7863
784 912 0.8104
784 848 0.7193
784 816 0.8037
784 792 0.6429
784 788 0.7056
784 786 0.8492
784 785 0.8801
785 913 0.5909
785 849 0.6954
785 817 0.5246
785 793 0.9181
785 789 0.5855
785 787 0.8088
786 914 0.8232
786 850 0.4524
786 818 0.8273
786 794 0.8617
786 790 0.4612
786 787 0.7778
787 915 0.6540
787 851 0.5111
787 819 0.4453
787 795 0.8112
787 791 0.5705
788 916 0.3629
788 852 0.7155
788 820 0.4464
788 796 0.4791
788 790 0.3176
788 789 0.4110
789 917 0.5208
789 853 0.5246
789 821 0.5535
789 797 0.3341
789 791 0.3472
790 918 0.2773
790 854 0.4570
790 822 0.2697
790 798 0.3160
790 791 0.2538
791 919 0.5773
791 855 0.3648
791 823 0.5453
791 799 0.5976
792 920 0.3503
792 856 0.4771
792 824 0.4929
792 796 0.4163
792 794 0.6554
792 793 0.6808
793 921 0.6288
793 857 0.4835
793 825 0.6323
793 797 0.6667
793 795 0.9204
794 922 0.8529
794 858 0.5684
794 826 0.4207
794 798 0.7166
794 795 0.8950
795 923 0.5790
795 859 0.7633
795 827 0.7806
795 799 0.8382
796 924 0.5995
796 860 0.2927
796 828 0.4265
796 798 0.4776
796 797 0.4022
797 925 0.6290
797 861 0.6342
797 829 0.5844
797 799 0.5845
798 926 0.7751
798 862 0.7087
798 830 0.4496
798 799 0.6598
799 927 0.5381
799 863 0.4767
799 831 0.4406
800 928 0.3857
800 864 0.5544
800 816 0.5337
800 808 0.4452
800 804 0.5907
800 802 0.5786
800 801 0.4713
801 929 0.6672
801 865 0.7371
801 817 0.3859
801 809 0.4029
801 805 0.7873
801 803 0.5433
802 930 0.4778
802 866 0.7064
802 818 0.8266
802 810 0.7396
802 806 0.8115
802 803 0.6504
803 931 0.3320
803 867 0.4285
803 819 0.3185
803 811 0.4153
803 807 0.2301
804 932 0.6142
804 868 0.7443
804 820 0.6015
804 812 0.6948
804 806 0.8237
804 805 0.9067
805 933 0.8512
805 869 0.4518
805 821 0.8942
805 813 0.5375
805 807 0.4742
806 934 0.5220
806 870 0.4335
806 822 0.6207
806 814 0.4104
806 807 0.3911
807 935 0.3081
807 871 0.0856
807 823 0.3317
807 815 0.3051
808 936 0.3704
808 872 0.4773
808 824 0.5652
808 812 0.5493
808 810 0.6062
808 809 0.3767
809 937 0.5083
809 873 0.3600
809 825 0.2559
809 813 0.1530
809 811 0.2749
810 938 0.7672
810 874 0.5147
810 826 0.2992
810 814 0.3385
810 811 0.5044
811 939 0.6178
811 875 0.6159
811 827 0.5114
811 815 0.4903
812 940 0.2675
812 876 0.4476
812 828 0.4871
812 814 0.2815
812 813 0.3256
813 941 0.3805
813 877 0.2421
813 829 0.4471
813 815 0.3684
814 942 0.1219
814 878 0.2273
814 830 0.1930
814 815 0.3244
815 943 0.6163
815 879 0.5397
815 831 0.3618
816 944 0.6953
816 880 0.7319
816 824 0.6538
816 820 0.5444
816 818 0.7818
816 817 0.4483
817 945 0.1255
817 881 0.0840
817 825 0.2389
817 821 0.4928
817 819 0.1612
818 946 0.4972
818 882 0.5439
818 826 0.3862
818 822 0.6359
818 819 0.4947
819 947 0.2716
819 883 0.5816
819 827 0.4147
819 823 0.4201
820 948 0.5099
820 884 0.1974
820 828 0.3938
820 822 0.3984
820 821 0.5889
821 949 0.8898
821 885 0.8266
821 829 0.8038
821 823 0.7517
822 950 0.6694
822 886 0.6229
822 830 0.4033
822 823 0.5613
823 951 0.7072
823 887 0.4630
823 831 0.3883
824 952 0.3624
824 888 0.7369
824 828 0.5030
824 826 0.2581
824 825 0.4444
825 953 0.3387
825 889 0.4937
825 829 0.5500
825 827 0.4925
826 954 0.2031
826 890 0.0838
826 830 0.1537
826 827 0.3063
827 955 0.7424
827 891 0.6114
827 831 0.3830
828 956 0.7476
828 892 0.7419
828 830 0.3987
828 829 0.6087
829 957 0.8503
829 893 0.8346
829 831 0.4405
830 958 0.4098
830 894 0.5786
830 831 0.2304
831 959 0.4255
831 895 0.3600
832 960 0.3406
832 864 0.4956
832 848 0.3905
832 840 0.4653
832 836 0.3346
832 834 0.0832
832 833 0.0944
833 961 0.4136
833 865 0.4189
833 849 0.2384
833 841 0.3124
833 837 0.3685
833 835 0.2025
834 962 0.1537
834 866 0.2697
834 850 0.0152
834 842 0.2454
834 838 0.4989
834 835 0.1912
835 963 0.6390
835 867 0.4059
835 851 0.3617
835 843 0.3073
835 839 0.1963
836 964 0.6349
836 868 0.5469
836 852 0.6732
836 844 0.4945
836 838 0.7503
836 837 0.6087
837 965 0.8357
837 869 0.3512
837 853 0.7646
837 845 0.3567
837 839 0.3624
838 966 0.9436
838 870 0.5576
838 854 0.9320
838 846 0.7551
838 839 0.5040
839 967 0.3879
839 871 0.0745
839 855 0.1400
839 847 0.3586
840 968 0.5241
840 872 0.5562
840 856 0.6283
840 844 0.6253
840 842 0.6275
840 841 0.6833
841 969 0.7019
841 873 0.5877
841 857 0.3347
841 845 0.3006
841 843 0.4172
842 970 0.7048
842 874 0.4571
842 858 0.3893
842 846 0.5016
842 843 0.3615
843 971 0.1426
843 875 0.5305
843 859 0.4088
843 847 0.4696
844 972 0.7035
844 876 0.4447
844 860 0.3504
844 846 0.4994
844 845 0.2426
845 973 0.2558
845 877 0.1620
845 861 0.4168
845 847 0.3529
846 974 0.3140
846 878 0.4481
846 862 0.6727
846 847 0.6097
847 975 0.7706
847 879 0.6043
847 863 0.4625
848 976 0.4637
848 880 0.6475
848 856 0.5535
848 852 0.7292
848 850 0.3226
848 849 0.5346
849 977 0.3684
849 881 0.2548
849 857 0.2608
849 853 0.6346
849 851 0.3977
850 978 0.2167
850 882 0.1691
850 858 0.1591
850 854 0.4483
850 851 0.1856
851 979 0.3203
851 883 0.6473
851 859 0.4632
851 855 0.3053
852 980 0.8980
852 884 0.4665
852 860 0.5291
852 854 0.8549
852 853 0.8292
853 981 0.5148
853 885 0.7977
853 861 0.8247
853 855 0.5422
854 982 0.7495
854 886 0.8102
854 862 0.8496
854 855 0.5679
855 983 0.5468
855 887 0.2824
855 863 0.2439
856 984 0.5067
856 888 0.7212
856 860 0.3534
856 858 0.3901
856 857 0.2797
857 985 0.5094
857 889 0.3448
857 861 0.4510
857 859 0.3263
858 986 0.2661
858 890 0.2315
858 862 0.5605
858 859 0.4367
859 987 0.6755
859 891 0.5941
859 863 0.4018
860 988 0.3589
860 892 0.6080
860 862 0.5238
860 861 0.5247
861 989 0.4802
861 893 0.8844
861 863 0.5264
862 990 0.6929
862 894 0.8376
862 863 0.5255
863 991 0.5775
863 895 0.3962
864 992 0.6587
864 880 0.7526
864 872 0.5865
864 868 0.7079
864 866 0.6822
864 865 0.8201
865 993 0.4416
865 881 0.4352
865 873 0.6942
865 869 0.4016
865 867 0.6223
866 994 0.6451
866 882 0.4237
866 874 0.4814
866 870 0.3284
866 867 0.4844
867 995 0.5521
867 883 0.6915
867 875 0.6291
867 871 0.2840
868 996 0.3420
868 884 0.3402
868 876 0.4970
868 870 0.3542
868 869 0.2894
869 997 0.1253
869 885 0.3843
869 877 0.1565
869 871 0.0633
870 998 0.4420
870 886 0.4358
870 878 0.2505
870 871 0.1280
871 999 0.4785
871 887 0.2169
871 879 0.3202
872 1000 0.5495
872 888 0.6491
872 876 0.3757
872 874 0.3858
872 873 0.4606
873 1001 0.4200
873 889 0.5978
873 877 0.4491
873 875 0.7009
874 1002 0.4841
874 890 0.2993
874 878 0.4035
874 875 0.6261
875 1003 0.5827
875 891 0.7158
875 879 0.6653
876 1004 0.6955
876 892 0.7024
876 878 0.3934
876 877 0.3641
877 1005 0.5834
877 893 0.6296
877 879 0.4134
878 1006 0.6620
878 894 0.6129
878 879 0.4427
879 1007 0.5075
879 895 0.5380
880 1008 0.4839
880 888 0.8152
880 884 0.3848
880 882 0.4940
880 881 0.3676
881 1009 0.2645
881 889 0.3387
881 885 0.4179
881 883 0.5044
882 1010 0.3356
882 890 0.2415
882 886 0.5310
882 883 0.6308
883 1011 0.6231
883 891 0.7782
883 887 0.6245
884 1012 0.3655
884 892 0.5455
884 886 0.4218
884 885 0.4351
885 1013 0.8152
885 893 0.8574
885 887 0.5380
886 1014 0.8589
886 894 0.7981
886 887 0.5247
887 1015 0.5112
887 895 0.4347
888 1016 0.5428
